SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 Parts of Dual Sourced,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Week,Comments / Challenges,FTE STET SPOC (Text),FTE Project Title (Text),FTE Director (Text),FTE Procurement Type (Text),FTE Project Type (Text),FTE Savings Type (Text),FTE Commodity (Text),FTE BU (Text),FTE Cluster (Text),FTE Current IL (Text),Project ID_Description,ID,New,NewItemID,Created,Modified,Modified By,SourceID,Is Active
P0000127572,Raj,Vijayanand Purushothaman,"Deshmukh, Nikita Dilip",Paper Roll holder (MLD),€ 0,€ 0,NPI,N/A,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9749"">View Entries</a>",Vijayanand Purushothaman,Paper Roll holder (MLD),Raj,N/A,NPI,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL5,P0000127572=Paper Roll holder (MLD),9749,0,,7/9/2025 11:01 PM,5/13/2026 6:25 AM,"Kumari, Supriya",6953,Yes
MR00284991,Raj,"Shetty, Siddarth Vishwanath","Dede, Kalyani",SICR20230623003B - NEFAB - Replacement of PUR-materials in Philips-packaging,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,12/20/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9750"">View Entries</a>","Shetty, Siddarth Vishwanath",SICR20230623003B - NEFAB - Replacement of PUR-materials in Philips-packaging,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00284991=SICR20230623003B - NEFAB - Replacement of PUR-materials in Philips-packaging,9750,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6950,Yes
MR00268622,Raj,"Shetty, Siddarth Vishwanath","Dede, Kalyani",Localized system and packaging labels for Costa Rica for R11 Systems,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,5/25/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9752"">View Entries</a>","Shetty, Siddarth Vishwanath",Localized system and packaging labels for Costa Rica for R11 Systems,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00268622=Localized system and packaging labels for Costa Rica for R11 Systems,9752,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6936,Yes
MR00268578,Raj,"Shetty, Siddarth Vishwanath","Singh, Digvijay",Material obsolescence A widely used foam is being discontinued from the supplier and will not accept additional orders.The ZOTE EV30 Off-White foam is being discontinued by the manufacturer.,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9754"">View Entries</a>","Shetty, Siddarth Vishwanath",Material obsolescence A widely used foam is being discontinued from the supplier and will not accept additional orders.The ZOTE EV30 Off-White foam is being discontinued by the manufacturer.,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00268578=Material obsolescence A widely used foam is being discontinued from the supplier and will not accept additional orders.The ZOTE EV30 Off-White foam is being discontinued by the manufacturer.,9754,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6934,Yes
P127572,Raj,"Shetty, Siddarth Vishwanath","Chopade, Manoj",Paper Roll holder (MLD),€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9756"">View Entries</a>","Shetty, Siddarth Vishwanath",Paper Roll holder (MLD),Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,P127572=Paper Roll holder (MLD),9756,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6954,Yes
MR00268586,Raj,"Shetty, Siddarth Vishwanath","Singh, Digvijay","Change foam part of NVC Mirror Assembly We order the packaging of the NVC Mirror Assembly externally. The NVC Mirror Assembly has changed, but the packaging didnâ€™t change with it. We now change the packaging manually, but want to have the drawing change",€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9759"">View Entries</a>","Shetty, Siddarth Vishwanath","Change foam part of NVC Mirror Assembly We order the packaging of the NVC Mirror Assembly externally. The NVC Mirror Assembly has changed, but the packaging didnâ€™t change with it. We now change the packaging manually, but want to have the drawing change",Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,"MR00268586=Change foam part of NVC Mirror Assembly We order the packaging of the NVC Mirror Assembly externally. The NVC Mirror Assembly has changed, but the packaging didnâ€™t change with it. We now change the packaging manually, but want to have the drawing change",9759,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6935,Yes
MR00265858,Raj,Vijayanand Purushothaman,Poonam Rana,Flex Track Trolley NMPA -additional Label,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,12/5/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9761"">View Entries</a>",Vijayanand Purushothaman,Flex Track Trolley NMPA -additional Label,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00265858=Flex Track Trolley NMPA -additional Label,9761,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6914,Yes
MR00265539,Raj,Vijayanand Purushothaman,Poonam Rana,SICR20230201014B-VDL Wientjes-SCR C-23-05-5452 layout change Phantom set M3,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,6/30/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9764"">View Entries</a>",Vijayanand Purushothaman,SICR20230201014B-VDL Wientjes-SCR C-23-05-5452 layout change Phantom set M3,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00265539=SICR20230201014B-VDL Wientjes-SCR C-23-05-5452 layout change Phantom set M3,9764,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6908,Yes
MR00271934,Raj,Damodar Sarnobat,Raja Bommakanti,VDL Wientjes roden b.v. Approved suppliers/materials for the 2mm Acrylic Mirror mentioned on the drawings of the NVC Mirror Top and NVC Mirror Bottom no longer obtainable.,"€ 1,404,000",€ 0,AOS,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,4/23/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9765"">View Entries</a>",Damodar Sarnobat,VDL Wientjes roden b.v. Approved suppliers/materials for the 2mm Acrylic Mirror mentioned on the drawings of the NVC Mirror Top and NVC Mirror Bottom no longer obtainable.,Raj,N/A,AOS,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00271934=VDL Wientjes roden b.v. Approved suppliers/materials for the 2mm Acrylic Mirror mentioned on the drawings of the NVC Mirror Top and NVC Mirror Bottom no longer obtainable.,9765,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6942,Yes
Project Beauford,Raj,Vijayanand Purushothaman,Atul Ahiwale,Project Beauford - Reliabity testing and simulation.,€ 0,€ 0,NPI,TCO,TCO,Mechanical Parts & Assemblies,MR,PD,IL5,12/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9771"">View Entries</a>",Vijayanand Purushothaman,Project Beauford - Reliabity testing and simulation.,Raj,TCO,NPI,TCO,Mechanical Parts & Assemblies,MR,PD,IL5,Project Beauford=Project Beauford - Reliabity testing and simulation.,9771,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7093,Yes
PX3030 FD Issue,Raj,"Kulkarni, Pushkar","Ponkshe, Mihir",FD17 Detector- Defective Pixel,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,6/30/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9772"">View Entries</a>","Kulkarni, Pushkar",FD17 Detector- Defective Pixel,Raj,N/A,LCM,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,PX3030 FD Issue=FD17 Detector- Defective Pixel,9772,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7094,Yes
MR00270379,Raj,"Shetty, Siddarth Vishwanath","Dede, Kalyani",459800095181 no packaging prescribed,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/30/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9775"">View Entries</a>","Shetty, Siddarth Vishwanath",459800095181 no packaging prescribed,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00270379=459800095181 no packaging prescribed,9775,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6940,Yes
MR00268624,Raj,"Shetty, Siddarth Vishwanath","Dede, Kalyani",Localized system and packaging labels for Mexico for R11 Systems,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,12/5/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9779"">View Entries</a>","Shetty, Siddarth Vishwanath",Localized system and packaging labels for Mexico for R11 Systems,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00268624=Localized system and packaging labels for Mexico for R11 Systems,9779,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6937,Yes
P129711,Raj,"Shetty, Siddarth Vishwanath","Parab, Gourav Krishna",Host UPS,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9782"">View Entries</a>","Shetty, Siddarth Vishwanath",Host UPS,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,P129711=Host UPS,9782,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6955,Yes
MR00284579,Raj,"Shetty, Siddarth Vishwanath","Dede, Kalyani",Create hardcopy Chinese technical datasheet for MR 5300 delivered for Taiwan,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/27/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9790"">View Entries</a>","Shetty, Siddarth Vishwanath",Create hardcopy Chinese technical datasheet for MR 5300 delivered for Taiwan,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,MR00284579=Create hardcopy Chinese technical datasheet for MR 5300 delivered for Taiwan,9790,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",6949,Yes
SMRSM3,Raj,Pushkar Kulkarni,Madhusudhan Nalla,Transfer the FRU Cables (EPV) + Madhav to LCC,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9791"">View Entries</a>",Pushkar Kulkarni,Transfer the FRU Cables (EPV) + Madhav to LCC,Raj,N/A,LCM,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,SMRSM3=Transfer the FRU Cables (EPV) + Madhav to LCC,9791,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7271,Yes
SMRS14,Raj,Vijayanand Purushothaman,Chandra Shekhar A,MR Reliability Support,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9792"">View Entries</a>",Vijayanand Purushothaman,MR Reliability Support,Raj,N/A,LCM,SOURCING,Key Components & Electronics,MR,PD,IL5,SMRS14=MR Reliability Support,9792,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7259,Yes
SMRS7,Raj,Saravanakumar Palani,Vinayak Nagulpelli,XXXXX : IGT Rails Set -IGTS,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9793"">View Entries</a>",Saravanakumar Palani,XXXXX : IGT Rails Set -IGTS,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,SMRS7=XXXXX : IGT Rails Set -IGTS,9793,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7267,Yes
Service Performance Improvement Projects,Raj,Saravanakumar Palani,"Sarnobat, Damodar",Tubes and Gen ( Image Chain) & CT Service performance X-segments - Saturn & Octavia.,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,12/24/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9795"">View Entries</a>",Saravanakumar Palani,Tubes and Gen ( Image Chain) & CT Service performance X-segments - Saturn & Octavia.,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL5,Service Performance Improvement Projects=Tubes and Gen ( Image Chain) & CT Service performance X-segments - Saturn & Octavia.,9795,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7244,Yes
SMRS34,Raj,Vijayanand Purushothaman,Rajesh Yadav,Light Window Fitment - MR Sustaining,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9799"">View Entries</a>",Vijayanand Purushothaman,Light Window Fitment - MR Sustaining,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,SMRS34=Light Window Fitment - MR Sustaining,9799,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7264,Yes
SMRS18,Raj,Anil Mohapatra,Anil Mohapatra,XXXXX : MR: Cooling Coil (Skid) – Suzhou - Team,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9808"">View Entries</a>",Anil Mohapatra,XXXXX : MR: Cooling Coil (Skid) – Suzhou - Team,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,SMRS18=XXXXX : MR: Cooling Coil (Skid) – Suzhou - Team,9808,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7260,Yes
D001433689,Raj,Pushkar Kulkarni,Vijeta,915020076110 has gone EOL and LTB for EOL offered by supplier,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,5/30/2024,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9810"">View Entries</a>",Pushkar Kulkarni,915020076110 has gone EOL and LTB for EOL offered by supplier,Raj,N/A,LCM,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,D001433689=915020076110 has gone EOL and LTB for EOL offered by supplier,9810,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7614,Yes
SMRS22,Raj,Niranjan Kumar,Baikunthnath Shukla,XXXXX : Flow line DXR Hamburg,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9812"">View Entries</a>",Niranjan Kumar,XXXXX : Flow line DXR Hamburg,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,SMRS22=XXXXX : Flow line DXR Hamburg,9812,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7261,Yes
D001433595,Raj,Pushkar Kulkarni,Vijeta,8- Use SCHAEFLER make FAG ball bearing 688-2Z in absence of SKF Make 628/8-2Z ball bearing.,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-MoS,IGT,IL5,5/30/2024,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9813"">View Entries</a>",Pushkar Kulkarni,8- Use SCHAEFLER make FAG ball bearing 688-2Z in absence of SKF Make 628/8-2Z ball bearing.,Raj,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,IGT-MoS,IGT,IL5,D001433595=8- Use SCHAEFLER make FAG ball bearing 688-2Z in absence of SKF Make 628/8-2Z ball bearing.,9813,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7612,Yes
D001417416,Raj,Pushkar Kulkarni,Vijeta,Pixium packaging redesign (Cost Savings),€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,5/30/2024,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,,,,,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9814"">View Entries</a>",Pushkar Kulkarni,Pixium packaging redesign (Cost Savings),Raj,N/A,LCM,SOURCING,Key Components & Electronics,IGT-MoS,IGT,IL5,D001417416=Pixium packaging redesign (Cost Savings),9814,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",7616,Yes
28510,Raj,Saravanakumar Palani,Manoj Shastry,Low level FRU's radiation shield,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Medical ODM Markets,IGT-S,IGT,IL5,5/1/2024,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 71,106.00",€ 0,"€ 36,969",€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=9817"">View Entries</a>",Saravanakumar Palani,Low level FRU's radiation shield,Raj,PROCUREMENT,PRODUCTIVITY,CONCEPT,Medical ODM Markets,IGT-S,IGT,IL5,28510=Low level FRU's radiation shield,9817,0,,7/9/2025 11:01 PM,5/13/2026 6:26 AM,"Kumari, Supriya",4154,Yes
