SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
RfS 276656,Tim,Suraj Ramchandani,Deepshikha Singh,Extend Canadian 88code of SCY903/13  to US,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,MCC,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 122,715.00",€ 0.00,"€ 512,320.00",€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10322"">View Entries</a>",36,0,10322,08-2025,False,False,2025,08,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 10:01 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 276265,Tim,Suraj Ramchandani,Sanjeevani Kumbhar,Launching Malaysia Ultra Air single packs,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,7/3/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10321"">View Entries</a>",36,0,10321,07-2025,False,False,2025,07,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 10:01 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 275985,Tim,Sushruth Rudrachary,Sonam Nikam,ORT Fails Q1 2024 - Q1 2025,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,1/29/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10320"">View Entries</a>",36,0,10320,01-2026,False,False,2026,01,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 2:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 275893,Tim,Sushruth Rudrachary,Sonam Nikam,Alternative component for WALSIN - 2220B224K631CT,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,8/13/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10316"">View Entries</a>",36,0,10316,08-2025,False,False,2025,08,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 2:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 275932,Tim,Sushruth Rudrachary,Sonam Nikam,Further Investigation of ORT Q1 2024 failed results for Iskra,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,1/29/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10315"">View Entries</a>",36,0,10315,01-2026,False,False,2026,01,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 2:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 273643,Tim,Sushruth Rudrachary,Sonam Nikam,Battery Directive,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL5,8/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10313"">View Entries</a>",36,0,10313,08-2026,False,False,2026,08,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 2:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 275698,Tim,Sushruth Rudrachary,Sonam Nikam,SICR20240725007B2: Ten Pao new factory moving plan,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,10/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10312"">View Entries</a>",36,0,10312,10-2025,False,False,2025,10,9/3/2026 7:39 AM,"Davis, Adrianna",4/29/2025 2:16 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20250401877,Tim,Sushruth Rudrachary,Mahesh Dhumal,Reuse launch to S7886_50 ASEAN,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 259,235.67",€ 0.00,"€ 588,076.00",€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10311"">View Entries</a>",36,0,10311,08-2025,False,False,2025,08,9/3/2026 7:39 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20250401879,Tim,Sushruth Rudrachary,Mahesh Dhumal,PO SH50_50 SP9882_36,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,5/13/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10309"">View Entries</a>",36,0,10309,05-2025,False,False,2025,05,9/3/2026 7:39 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RTC-GRO20250301619,Tim,Sushruth Rudrachary,Mahesh Dhumal,Reg mem AMB554-25010 Malaysia test report requirements,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10308"">View Entries</a>",36,0,10308,08-2025,False,False,2025,08,9/3/2026 7:39 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20250401865,Tim,Sushruth Rudrachary,Mahesh Dhumal,CB compliance of test report update for all products sold in Malaysia,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10307"">View Entries</a>",36,0,10307,08-2025,False,False,2025,08,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RTC-GRO20250401624,Tim,Sushruth Rudrachary,Mahesh Dhumal,Reg mem AMB554-25019 China ROHS requirements,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,11/27/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10306"">View Entries</a>",36,0,10306,11-2025,False,False,2025,11,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20250401866,Tim,Sushruth Rudrachary,Mahesh Dhumal,China RoHS requirements update,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10305"">View Entries</a>",36,0,10305,12-2025,False,False,2025,12,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS-SHA20250401862,Tim,Sushruth Rudrachary,Mahesh Dhumal,AW change Ukrainian text_X5006,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,6/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10304"">View Entries</a>",36,0,10304,06-2025,False,False,2025,06,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 10:15 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
M-25041,Tim,Sushruth Rudrachary,Freddy Yan,M-25041 RFS Kratos Latam phase out v1,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,3/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10303"">View Entries</a>",36,0,10303,03-2026,False,False,2026,03,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 2:00 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
M-25040,Tim,Sushruth Rudrachary,Freddy Yan,M-25040 RFS AMB554-25019 China RoHS update- add 4 new restricted substances and labeling revision  v1,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,12/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10302"">View Entries</a>",36,0,10302,12-2025,False,False,2025,12,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 2:00 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
M-25033,Tim,Sushruth Rudrachary,Freddy Yan, RfS Gaea2 Utube PCBA LTB v2,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10301"">View Entries</a>",36,0,10301,08-2025,False,False,2025,08,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 2:00 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
M-25032,Tim,Sushruth Rudrachary,Freddy Yan,RfS Kratos Korea change wooden pallet to slipsheet v3,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,5/7/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10300"">View Entries</a>",36,0,10300,05-2025,False,False,2025,05,9/3/2026 7:40 AM,"Davis, Adrianna",4/28/2025 2:00 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
DCR#20418,Phil,Steven Mroch,Krishna Prasad,EverFlo - IFU and EMC,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,7/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10299"">View Entries</a>",23,0,10299,07-2025,False,False,2025,07,6/2/2026 6:11 AM,"Davis, Adrianna",4/28/2025 1:20 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
DCR#20204,Phil,Steven Mroch,Krishna Prasad,Kyocera AVX Components Corporation has change involves introducing a new global MLCC part numbering system within KYOCERA AVX and KYOCERA,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,4/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10298"">View Entries</a>",23,0,10298,04-2026,False,False,2026,04,6/2/2026 6:11 AM,"Davis, Adrianna",4/28/2025 1:18 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
PDTEAM516,Phil,Avinash Gosavi ,Damodar Sarnobat,STET MR C&C CQs,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL2,12/31/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10297"">View Entries</a>",5,0,10297,12-2028,True,True,2028,12,1/28/2026 12:58 PM,"Davis, Adrianna",4/25/2025 6:57 AM,,,,,"Davis, Adrianna",No,N/A,Yes
PDTEAM515,Phil,Avinash Gosavi ,Damodar Sarnobat,STET MR C&C Project Support Electrical ,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Key Components & Electronics,MR,PD,IL2,12/30/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10296"">View Entries</a>",5,0,10296,12-2028,True,True,2028,12,1/28/2026 12:58 PM,"Davis, Adrianna",4/25/2025 6:56 AM,,,,,"Davis, Adrianna",No,N/A,Yes
PDTEAM514,Phil,Avinash Gosavi ,Damodar Sarnobat,STET MR C&C Project Support Electrical ,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Mechanical Parts & Assemblies,MR,PD,IL2,12/30/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10295"">View Entries</a>",5,0,10295,12-2028,True,True,2028,12,1/28/2026 12:58 PM,"Davis, Adrianna",4/25/2025 6:54 AM,,,,,"Davis, Adrianna",No,N/A,Yes
43903,Tim,Sushruth Rudrachary,Kirti Deshpande,RTC-HSH20250400683- propose to remove RPM check in main assy line (on selected project Ascalon & Excalibur),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,TCO,NON_12NC,Personal Health,GB,PH,IL5,12/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 6,953.00","€ 26,072.00","€ 41,715.00",€ 0,€ 0,€ 0,€ 0,N/A - NON 12NC,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10294"">View Entries</a>",36,0,10294,12-2025,False,False,2025,12,9/3/2026 10:53 AM,"Davis, Adrianna",4/25/2025 1:24 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
RTC-HSH20250200668,Tim,Sushruth Rudrachary,Kirti Deshpande,Launch QP229/50 ANZ,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,6/2/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 83,338.50",€ 0.00,"€ 150,475.00",€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10293"">View Entries</a>",36,0,10293,06-2025,False,False,2025,06,9/3/2026 7:40 AM,"Davis, Adrianna",4/25/2025 1:24 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RTC-HSH20250200667,Tim,Sushruth Rudrachary,Kirti Deshpande,Launch QP1924/20 ANZ,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,6/2/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 110,425.58",€ 0.00,"€ 176,833.00",€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10292"">View Entries</a>",36,0,10292,06-2025,False,False,2025,06,9/3/2026 7:40 AM,"Davis, Adrianna",4/25/2025 1:24 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
41962,Tim,Sushruth Rudrachary,Ashwini Jibhkate,Redesign online box Sigma/ Alpha US,€ 0.00,,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,12/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 25,141.00","€ 86,522.00","€ 375,854.00",€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10287"">View Entries</a>",37,0,10287,12-2025,False,False,2025,12,9/8/2026 4:45 AM,"Kumari, Supriya",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
41905,Tim,Sushruth Rudrachary,Haseeb Ahmed,R&K MLU predecessor/successor savings US,€ 0.00,,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,12/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 5,472.00","€ 60,248.00","€ 208,363.00",€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10286"">View Entries</a>",37,0,10286,12-2025,False,False,2025,12,9/8/2026 4:45 AM,"Kumari, Supriya",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
41903,Tim,Sushruth Rudrachary,Haseeb Ahmed,R&K MLU predecessor/successor savings EU & US Costco,€ 0.00,,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,9/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 68,220.00",€ 0.00,"€ 132,635.00",€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10285"">View Entries</a>",37,0,10285,09-2025,False,False,2025,09,9/8/2026 4:45 AM,"Kumari, Supriya",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
41461,Tim,Sushruth Rudrachary,Adarsh Shrivastava,YinYang Body Groom - predecessor/ successor savings India volumes,€ 0.00,,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,11/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 2,786.00","€ 2,087.00","€ 69,267.00",€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10283"">View Entries</a>",37,0,10283,11-2025,False,False,2025,11,9/8/2026 4:45 AM,"Kumari, Supriya",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
40662,Tim,Sushruth Rudrachary,Dayal Mirthinti,Sunstone Trigger Button and attachment PCBA Dual Source,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,GB,PH,IL3,4/1/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 653,466",€ 0,"€ 326,734",€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10282"">View Entries</a>",24,0,10282,04-2027,False,False,2027,04,6/11/2026 5:21 AM,"Kumari, Supriya",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",Yes,Productivity & De-risk / Localization,Yes
